报告日,营业收入,已赚保费,其中:保险业务收入,其中:分保费收入,减:分出保费,提取未到期责任准备金,银行业务利息净收入,银行业务利息收入,银行业务利息支出,手续费及佣金净收入,手续费及佣金收入,手续费及佣金支出,资产管理费收入,投资收益,对联营企业和合营企业的投资损失,以摊余成本计量的金融资产终止确认产生的收益,净敞口套期收益,公允价值变动收益,汇兑收益,其他业务收入,资产处置收益,其他收益,营业支出,退保金,赔付支出,减:摊回赔付支出,提取保险责任准备金,减:摊回保险责任准备金,保单红利支出,分保费用,手续费及佣金净支出(保险业务),营业税金及附加,业务及管理费,财务费用,研发费用,减:摊回分保费用,资产减值损失,信用减值损失,其他资产减值损失,其他业务成本,营业利润,加:营业外收入,减:营业外支出,利润总额,减:所得税费用,净利润,持续经营净利润,终止经营净利润,归属于母公司的净利润,少数股东权益,年初未分配利润,其他因素调整,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划净负债或净资产的变动,权益法下在被投资单位不能重分类进损益的其他综合收益中享有的份额,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下在被投资单位以后将重分类进损益的其他综合收益中享有的份额,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,持有至到期投资重分类为可供出售金融资产损益,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,其他,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
20230930,255926000000.0,204775000000.0,204775000000.0,,,,41963000000.0,43714000000.0,1751000000.0,,,,,6039000000.0,-66000000.0,,,-1917000000.0,298000000.0,2813000000.0,1000000.0,203000000.0,227205000000.0,,178175000000.0,10846000000.0,,,,,78000000.0,288000000.0,4997000000.0,,,,,1539000000.0,,784000000.0,28721000000.0,76000000.0,102000000.0,28695000000.0,5015000000.0,23680000000.0,23680000000.0,,23149000000.0,531000000.0,,,-5222000000.0,-5222000000.0,805000000.0,,,1409000000.0,,-6027000000.0,-52000000.0,,20072000000.0,,792000000.0,,,,21000000.0,,,18458000000.0,18012000000.0,446000000.0,2.41,2.41,定期报告,未审计,20241031,CNY,合并期末,2023-10-27T20:07:14
20230630,175539000000.0,134064000000.0,134064000000.0,,,,28093000000.0,29320000000.0,1227000000.0,,,,,4376000000.0,407000000.0,,,5333000000.0,407000000.0,1863000000.0,1000000.0,175000000.0,152566000000.0,,114898000000.0,7013000000.0,,,,,52000000.0,200000000.0,3631000000.0,,,,,1183000000.0,,494000000.0,22973000000.0,48000000.0,65000000.0,22956000000.0,4209000000.0,18747000000.0,18747000000.0,,18332000000.0,415000000.0,106768000000.0,,4218000000.0,4218000000.0,1124000000.0,,,1672000000.0,,3094000000.0,-46000000.0,,18136000000.0,,612000000.0,,,,32000000.0,,,22965000000.0,22475000000.0,490000000.0,1.91,1.91,定期报告,未审计,20240830,CNY,合并期末,2023-08-27T17:07:02
20230331,94386000000.0,65390000000.0,65390000000.0,,,,14143000000.0,14812000000.0,669000000.0,,,,,1100000000.0,451000000.0,,,12198000000.0,-137000000.0,963000000.0,,60000000.0,79474000000.0,,55615000000.0,1687000000.0,,,,,32000000.0,104000000.0,2216000000.0,,,,,-246000000.0,,249000000.0,14912000000.0,12000000.0,13000000.0,14911000000.0,3023000000.0,11888000000.0,11888000000.0,,11626000000.0,262000000.0,,,6590000000.0,6590000000.0,1624000000.0,,,1687000000.0,,4966000000.0,-20000000.0,,5295000000.0,,-232000000.0,,,,-12000000.0,,,18478000000.0,18102000000.0,376000000.0,1.21,1.21,定期报告,未审计,20240427,CNY,合并期末,2023-04-27T23:52:04
20221231,332140000000.0,249745000000.0,249745000000.0,4491000000.0,25084000000.0,4856000000.0,-2752000000.0,,2752000000.0,,,,,77510000000.0,401000000.0,,,-61000000.0,1085000000.0,3654000000.0,24000000.0,183000000.0,289600000000.0,21434000000.0,213988000000.0,12609000000.0,175374000000.0,2600000000.0,12121000000.0,304000000.0,27929000000.0,424000000.0,6204000000.0,,,7185000000.0,5303000000.0,,,1036000000.0,42540000000.0,147000000.0,204000000.0,42483000000.0,4261000000.0,38222000000.0,38222000000.0,,37381000000.0,841000000.0,93169000000.0,,-25353000000.0,-25353000000.0,,,,,,-25353000000.0,-47000000.0,-32052000000.0,,,,,,,46000000.0,,,12869000000.0,12496000000.0,373000000.0,3.89,3.89,定期报告,是,20240329,CNY,合并期末,2023-03-26T19:27:04
20220930,253494000000.0,190752000000.0,190752000000.0,1263000000.0,18627000000.0,11441000000.0,-2031000000.0,,2031000000.0,,,,,59082000000.0,152000000.0,,,-536000000.0,1361000000.0,2722000000.0,1000000.0,112000000.0,217234000000.0,16709000000.0,162114000000.0,9957000000.0,152370000000.0,2796000000.0,9300000000.0,240000000.0,35000000.0,287000000.0,4098000000.0,,,4992000000.0,2784000000.0,,,1064000000.0,36260000000.0,81000000.0,113000000.0,36228000000.0,4953000000.0,31275000000.0,31275000000.0,,30617000000.0,658000000.0,,,-30980000000.0,-30980000000.0,,,,,,-30980000000.0,-47000000.0,-35004000000.0,,,,,,,63000000.0,,,295000000.0,200000000.0,95000000.0,3.18,3.18,定期报告,未审计,20231028,CNY,合并期末,2023-10-27T21:27:03
20220630,164857000000.0,124834000000.0,124834000000.0,949000000.0,13304000000.0,16145000000.0,-1361000000.0,,1361000000.0,,,,,38494000000.0,395000000.0,,,-1065000000.0,710000000.0,1807000000.0,,77000000.0,141027000000.0,11238000000.0,105383000000.0,6102000000.0,118012000000.0,1565000000.0,6391000000.0,179000000.0,21000000.0,195000000.0,2706000000.0,,,3471000000.0,1059000000.0,,,552000000.0,23830000000.0,45000000.0,63000000.0,23812000000.0,3296000000.0,20516000000.0,20516000000.0,,20074000000.0,442000000.0,93169000000.0,,-10271000000.0,-10271000000.0,,,,,,-12993000000.0,,-10661000000.0,,,,,,,21000000.0,,,10245000000.0,9995000000.0,250000000.0,2.09,2.09,定期报告,未审计,20230828,CNY,合并期末,2022-08-28T17:37:04
20220331,79058000000.0,61192000000.0,61192000000.0,612000000.0,7130000000.0,14873000000.0,-720000000.0,,720000000.0,,,,,17371000000.0,128000000.0,,,-368000000.0,-84000000.0,896000000.0,,51000000.0,68038000000.0,6397000000.0,51703000000.0,2791000000.0,74642000000.0,764000000.0,3428000000.0,108000000.0,17000000.0,79000000.0,1205000000.0,,,1799000000.0,372000000.0,,,208000000.0,11020000000.0,24000000.0,17000000.0,11027000000.0,1693000000.0,9334000000.0,9334000000.0,,9127000000.0,207000000.0,,,-10098000000.0,-10098000000.0,,,,,,-10098000000.0,,-24139000000.0,,,,,,,-12000000.0,,,-764000000.0,-780000000.0,16000000.0,0.95,0.95,定期报告,未审计,20230428,CNY,合并期末,2022-04-28T22:52:04
20211231,440643000000.0,339535000000.0,366782000000.0,3398000000.0,24934000000.0,2313000000.0,-3441000000.0,,3441000000.0,,,,,95457000000.0,799000000.0,,,1163000000.0,-417000000.0,4714000000.0,10000000.0,181000000.0,409849000000.0,22330000000.0,148749000000.0,13960000000.0,155096000000.0,2737000000.0,12376000000.0,239000000.0,30304000000.0,1025000000.0,50240000000.0,,,8141000000.0,4441000000.0,,,6446000000.0,30794000000.0,248000000.0,246000000.0,30796000000.0,3178000000.0,27618000000.0,27618000000.0,,26834000000.0,784000000.0,81533000000.0,,-2727000000.0,,,,,,,-3617000000.0,,-3600000000.0,,,,,,,-17000000.0,,,24891000000.0,24149000000.0,742000000.0,2.79,2.79,定期报告,是,20230327,CNY,合并期末,2022-03-27T17:37:04
20210930,350934000000.0,274052000000.0,301460000000.0,1212000000.0,19839000000.0,7569000000.0,-2517000000.0,,2517000000.0,,,,,73664000000.0,343000000.0,,,-198000000.0,-132000000.0,3414000000.0,2000000.0,132000000.0,323691000000.0,16907000000.0,110698000000.0,9809000000.0,132791000000.0,3297000000.0,9553000000.0,191000000.0,24715000000.0,742000000.0,35929000000.0,,,6114000000.0,3938000000.0,,,4568000000.0,27243000000.0,130000000.0,104000000.0,27269000000.0,3972000000.0,23297000000.0,23297000000.0,,22686000000.0,611000000.0,,,-4643000000.0,-4643000000.0,,,,,,-4643000000.0,,-6224000000.0,,,,,,,-5000000.0,,,18654000000.0,18123000000.0,531000000.0,2.36,2.36,定期报告,未审计,20221029,CNY,合并期末,2021-10-29T19:17:04
20210630,252512000000.0,200071000000.0,224518000000.0,909000000.0,13717000000.0,10730000000.0,-1634000000.0,,1634000000.0,,,,,50453000000.0,178000000.0,,,-277000000.0,-197000000.0,2340000000.0,1000000.0,121000000.0,231154000000.0,11684000000.0,73415000000.0,6103000000.0,101689000000.0,1569000000.0,6664000000.0,138000000.0,18673000000.0,516000000.0,23792000000.0,,,4552000000.0,1725000000.0,,,3183000000.0,21358000000.0,104000000.0,62000000.0,21400000000.0,3605000000.0,17795000000.0,17795000000.0,,17304000000.0,491000000.0,81533000000.0,,-1384000000.0,-1384000000.0,,,,,,-1849000000.0,,-1843000000.0,,,,,,,-6000000.0,,,16411000000.0,15947000000.0,464000000.0,1.8,1.8,定期报告,未审计,20220829,CNY,合并期末,2021-08-29T20:07:04
20210331,151263000000.0,122614000000.0,139443000000.0,489000000.0,7301000000.0,9528000000.0,-891000000.0,,891000000.0,,,,,27382000000.0,53000000.0,,,-26000000.0,130000000.0,1131000000.0,,32000000.0,140477000000.0,5040000000.0,39058000000.0,3019000000.0,71174000000.0,1154000000.0,3562000000.0,216000000.0,11353000000.0,266000000.0,11941000000.0,,,1801000000.0,956000000.0,,,1879000000.0,10786000000.0,63000000.0,8000000.0,10841000000.0,2053000000.0,8788000000.0,8788000000.0,,8547000000.0,241000000.0,,,-2267000000.0,-2267000000.0,,,,,,-2267000000.0,,-3009000000.0,,,,,,,4000000.0,,,6521000000.0,6329000000.0,192000000.0,0.89,0.89,定期报告,未审计,20220429,CNY,合并期末,2021-04-28T20:17:03
20201231,422182000000.0,331639000000.0,362064000000.0,4890000000.0,24741000000.0,5684000000.0,-3405000000.0,,3405000000.0,,,,,87413000000.0,512000000.0,,,81000000.0,-1428000000.0,4303000000.0,4000000.0,170000000.0,392805000000.0,14421000000.0,142851000000.0,12532000000.0,138184000000.0,1021000000.0,11512000000.0,1336000000.0,39495000000.0,1044000000.0,52985000000.0,,,8445000000.0,4394000000.0,,,5320000000.0,29377000000.0,108000000.0,247000000.0,29238000000.0,3886000000.0,25352000000.0,25352000000.0,,24584000000.0,768000000.0,70602000000.0,,9616000000.0,,,,,,,12875000000.0,,12909000000.0,,,,,,,-34000000.0,,,34968000000.0,33975000000.0,993000000.0,2.63,2.63,定期报告,是,20220328,CNY,合并期末,2021-03-28T16:32:03
20200930,341920000000.0,273210000000.0,302500000000.0,4518000000.0,19890000000.0,9400000000.0,-2341000000.0,,2341000000.0,,,,,65961000000.0,395000000.0,,,200000000.0,-686000000.0,3086000000.0,2000000.0,147000000.0,317761000000.0,9086000000.0,104216000000.0,8700000000.0,128366000000.0,1634000000.0,9046000000.0,715000000.0,32572000000.0,766000000.0,39132000000.0,,,6380000000.0,3911000000.0,,,4088000000.0,24159000000.0,34000000.0,95000000.0,24098000000.0,3923000000.0,20175000000.0,20175000000.0,,19648000000.0,527000000.0,,,1924000000.0,1924000000.0,,,,,,1924000000.0,,2618000000.0,,,,,,,-10000000.0,,,22099000000.0,21506000000.0,593000000.0,2.12,2.12,定期报告,未审计,20211030,CNY,合并期末,2020-10-30T19:02:03
20200630,235481000000.0,192770000000.0,216597000000.0,937000000.0,13822000000.0,10005000000.0,-1531000000.0,,1531000000.0,,,,,40943000000.0,279000000.0,,,-414000000.0,25000000.0,2028000000.0,1000000.0,128000000.0,217831000000.0,5354000000.0,65812000000.0,5232000000.0,95841000000.0,1402000000.0,6322000000.0,432000000.0,22619000000.0,510000000.0,23981000000.0,,,3585000000.0,2838000000.0,,,2641000000.0,17650000000.0,19000000.0,39000000.0,17630000000.0,3039000000.0,14591000000.0,14591000000.0,,14239000000.0,352000000.0,70602000000.0,,2534000000.0,2534000000.0,,,,,,3428000000.0,,3417000000.0,,,,,,,11000000.0,,,17125000000.0,16706000000.0,419000000.0,1.57,1.57,定期报告,未审计,20210830,CNY,合并期末,2020-08-23T16:47:03
20200331,138211000000.0,117067000000.0,131148000000.0,439000000.0,6775000000.0,7306000000.0,-866000000.0,,866000000.0,,,,,20180000000.0,184000000.0,,,-83000000.0,63000000.0,972000000.0,1000000.0,11000000.0,127370000000.0,2247000000.0,31530000000.0,2126000000.0,67847000000.0,1246000000.0,3155000000.0,94000000.0,12218000000.0,256000000.0,11398000000.0,,,1472000000.0,1105000000.0,,,1419000000.0,10841000000.0,6000000.0,23000000.0,10824000000.0,2234000000.0,8590000000.0,8590000000.0,,8388000000.0,202000000.0,,,-908000000.0,-908000000.0,,,,,,-908000000.0,,-1159000000.0,,,,,,,12000000.0,,,7682000000.0,7498000000.0,184000000.0,0.93,0.93,定期报告,未审计,20210429,CNY,合并期末,2020-04-25T03:02:02
20191231,385489000000.0,313246000000.0,347517000000.0,998000000.0,22358000000.0,11913000000.0,-3511000000.0,,3511000000.0,,,,,67762000000.0,494000000.0,,,801000000.0,56000000.0,3484000000.0,15000000.0,125000000.0,357422000000.0,11104000000.0,128541000000.0,10858000000.0,122776000000.0,1490000000.0,10777000000.0,455000000.0,46853000000.0,882000000.0,45439000000.0,,,7418000000.0,2454000000.0,,,4454000000.0,28067000000.0,82000000.0,183000000.0,27966000000.0,-388000000.0,28354000000.0,28354000000.0,,27741000000.0,613000000.0,54610000000.0,,10346000000.0,,,,,,,13729000000.0,,13716000000.0,,,,,,,13000000.0,,,38700000000.0,37898000000.0,802000000.0,3.06,3.06,定期报告,是,20210329,CNY,合并期末,2020-03-22T16:02:03
20190930,311226000000.0,258274000000.0,286817000000.0,711000000.0,16868000000.0,11675000000.0,-2636000000.0,,2636000000.0,,,,,49515000000.0,387000000.0,,,906000000.0,3000000.0,2431000000.0,13000000.0,84000000.0,288233000000.0,8161000000.0,95898000000.0,7620000000.0,111663000000.0,2011000000.0,8380000000.0,224000000.0,37272000000.0,660000000.0,32067000000.0,,,4985000000.0,2294000000.0,,,3444000000.0,22993000000.0,41000000.0,89000000.0,22945000000.0,-447000000.0,23392000000.0,23392000000.0,,22914000000.0,478000000.0,,,6927000000.0,6927000000.0,,,,,,6927000000.0,,9193000000.0,,,,,,,18000000.0,,,30319000000.0,29710000000.0,609000000.0,2.53,2.53,定期报告,未审计,20201031,CNY,合并期末,2020-03-13T15:57:10
20190630,220386000000.0,185485000000.0,207809000000.0,458000000.0,11211000000.0,11113000000.0,-1780000000.0,,1780000000.0,,,,,32408000000.0,277000000.0,,,898000000.0,-75000000.0,1596000000.0,1000000.0,73000000.0,205880000000.0,5072000000.0,63884000000.0,4551000000.0,85334000000.0,1085000000.0,5827000000.0,152000000.0,26966000000.0,446000000.0,21565000000.0,,,3464000000.0,1508000000.0,,,2348000000.0,14506000000.0,25000000.0,46000000.0,14485000000.0,-2041000000.0,16526000000.0,16526000000.0,,16183000000.0,343000000.0,54610000000.0,,5948000000.0,,,,,,,7902000000.0,,7899000000.0,,,,,,,3000000.0,,,22474000000.0,22012000000.0,462000000.0,1.79,1.79,定期报告,未审计,20200824,CNY,合并期末,2020-03-13T15:57:10
20190331,133153000000.0,115833000000.0,128386000000.0,227000000.0,5250000000.0,7303000000.0,-968000000.0,,968000000.0,,,,,15554000000.0,213000000.0,,,1071000000.0,-103000000.0,794000000.0,,4000000.0,125373000000.0,2789000000.0,33945000000.0,2216000000.0,59813000000.0,500000000.0,3492000000.0,64000000.0,15638000000.0,257000000.0,10985000000.0,,,1569000000.0,432000000.0,,,1229000000.0,7780000000.0,9000000.0,25000000.0,7764000000.0,2165000000.0,5599000000.0,5599000000.0,,5479000000.0,120000000.0,,,7179000000.0,7179000000.0,,,,,,7179000000.0,,7191000000.0,,,,,,,-12000000.0,,,12778000000.0,12514000000.0,264000000.0,0.6,0.6,定期报告,未审计,20200425,CNY,合并期末,2020-03-13T15:57:10
20181231,354363000000.0,299724000000.0,321895000000.0,1558000000.0,17563000000.0,4608000000.0,-2959000000.0,,2959000000.0,,,,,53477000000.0,335000000.0,,,-2168000000.0,53000000.0,3117000000.0,18000000.0,142000000.0,326108000000.0,12641000000.0,107216000000.0,9434000000.0,105078000000.0,320000000.0,11263000000.0,119000000.0,56251000000.0,900000000.0,39943000000.0,,,5437000000.0,1102000000.0,,,3805000000.0,28255000000.0,103000000.0,350000000.0,28008000000.0,9574000000.0,18434000000.0,18434000000.0,,18019000000.0,415000000.0,45722000000.0,,1282000000.0,,,,,,,1711000000.0,,1686000000.0,,,,,,,25000000.0,,,19716000000.0,19306000000.0,410000000.0,1.99,1.99,定期报告,是,20200323,CNY,合并期末,2020-03-13T15:57:10
20180930,289815000000.0,248111000000.0,266310000000.0,1483000000.0,13813000000.0,4386000000.0,-2138000000.0,,2138000000.0,,,,,41130000000.0,238000000.0,,,-1827000000.0,142000000.0,2202000000.0,7000000.0,50000000.0,269174000000.0,10356000000.0,78147000000.0,6521000000.0,104411000000.0,583000000.0,8522000000.0,91000000.0,45256000000.0,648000000.0,26971000000.0,,,4025000000.0,674000000.0,,,2947000000.0,20641000000.0,55000000.0,61000000.0,20635000000.0,7621000000.0,13014000000.0,13014000000.0,,12715000000.0,299000000.0,,,5000000.0,5000000.0,,,,,,5000000.0,,-27000000.0,,,,,,,27000000.0,,,13019000000.0,12734000000.0,285000000.0,1.4,1.4,定期报告,未审计,20191031,CNY,合并期末,2020-03-13T15:57:10
20180630,204694000000.0,177108000000.0,192633000000.0,1289000000.0,9400000000.0,6125000000.0,-1401000000.0,,1401000000.0,,,,,27541000000.0,161000000.0,,,-1540000000.0,52000000.0,1491000000.0,5000000.0,37000000.0,190988000000.0,7481000000.0,49755000000.0,4223000000.0,81990000000.0,423000000.0,5692000000.0,58000000.0,32458000000.0,436000000.0,16574000000.0,,,2772000000.0,424000000.0,,,2030000000.0,13706000000.0,32000000.0,26000000.0,13712000000.0,5263000000.0,8449000000.0,8449000000.0,,8254000000.0,195000000.0,45722000000.0,,366000000.0,,,,,,,366000000.0,,362000000.0,,,,,,,4000000.0,,,8815000000.0,8623000000.0,192000000.0,0.91,0.91,定期报告,未审计,20190826,CNY,合并期末,2020-03-13T15:57:10
