日期,摊薄每股收益(元),加权每股收益(元),每股收益_调整后(元),扣除非经常性损益后的每股收益(元),每股净资产_调整前(元),每股净资产_调整后(元),每股经营性现金流(元),每股资本公积金(元),每股未分配利润(元),调整后的每股净资产(元),总资产利润率(%),主营业务利润率(%),总资产净利润率(%),成本费用利润率(%),营业利润率(%),主营业务成本率(%),销售净利率(%),股本报酬率(%),净资产报酬率(%),资产报酬率(%),销售毛利率(%),三项费用比重,非主营比重,主营利润比重,股息发放率(%),投资收益率(%),主营业务利润(元),净资产收益率(%),加权净资产收益率(%),扣除非经常性损益后的净利润(元),主营业务收入增长率(%),净利润增长率(%),净资产增长率(%),总资产增长率(%),应收账款周转率(次),应收账款周转天数(天),存货周转天数(天),存货周转率(次),固定资产周转率(次),总资产周转率(次),总资产周转天数(天),流动资产周转率(次),流动资产周转天数(天),股东权益周转率(次),流动比率,速动比率,现金比率(%),利息支付倍数,长期债务与营运资金比率(%),股东权益比率(%),长期负债比率(%),股东权益与固定资产比率(%),负债与所有者权益比率(%),长期资产与长期资金比率(%),资本化比率(%),固定资产净值率(%),资本固定化比率(%),产权比率(%),清算价值比率(%),固定资产比重(%),资产负债率(%),总资产(元),经营现金净流量对销售收入比率(%),资产的经营现金流量回报率(%),经营现金净流量与净利润的比率(%),经营现金净流量对负债比率(%),现金流量比率(%),短期股票投资(元),短期债券投资(元),短期其它经营性投资(元),长期股票投资(元),长期债券投资(元),长期其它经营性投资(元),1年以内应收帐款(元),1-2年以内应收帐款(元),2-3年以内应收帐款(元),3年以内应收帐款(元),1年以内预付货款(元),1-2年以内预付货款(元),2-3年以内预付货款(元),3年以内预付货款(元),1年以内其它应收款(元),1-2年以内其它应收款(元),2-3年以内其它应收款(元),3年以内其它应收款(元)
2015-03-31,-0.0234,-0.02,-0.02,,8.0244,7.3267,-1.4422,4.9848,1.1685,,-0.1015,13.2339,-0.1027,-0.7109,-2.3768,86.6287,-1.145,-2.3426,-0.2919,-0.1015,13.3713,15.7735,-245.7546,-1815.4331,-0.435,,527646053.01,-0.29,-0.29,-106962689.16,159.1971,-171.3555,236.137,390.4013,0.7191,125.1564,298.3096,0.3017,,0.0897,1003.3445,0.1575,571.4286,0.2551,0.9462,0.5016,19.2606,87.1913,-2.5965,34.7785,8.4634,,187.5336,98.6566,19.5723,,122.6649,198.5763,137.4172,,65.2215,44962475340.0,-0.7049,-0.0625,,-0.0958,-10.3148,,,,1056038378.59,,,,,,,,,,,,,,
2015-06-30,0.1948,0.19,0.19,0.06,8.1954,7.3261,-1.9865,4.9776,1.2375,,0.8032,17.1317,0.8322,5.5024,4.2896,82.7229,4.0802,459.0535,56.0133,18.9283,17.2771,14.9312,61.8969,318.355,0.7509,,1593903871.17,2.63,2.64,118929654.58,-15.9844,47.7151,7.9657,9.2012,1.5065,119.4822,268.2963,0.6709,0.9089,0.2039,882.7857,0.3518,511.6543,0.589,0.9458,0.5357,19.1797,203.4129,-2.4405,33.7925,8.2955,154.0409,195.924,96.596,19.7099,54.7579,120.3086,210.2225,133.9977,21.9373,66.2075,47260810717.46,-0.4161,-0.0819,-10.1974,-0.1237,-13.0544,,,,1059621005.64,,,2271591444.53,149103898.32,12629629.53,177443038.48,,184455951.15,18452694.32,,82943645.66,83305408.28,2344920.41,19285414.88
2015-09-30,0.2703,0.26,0.26,,8.918,7.4014,-1.9672,4.9777,1.3093,,1.0723,17.8517,1.1316,5.0333,3.9438,81.9946,3.7882,27.029,3.0308,1.0723,18.0054,15.1647,50.3967,364.4649,0.006,,2482100352.52,3.58,3.57,220069140.54,-12.6254,5.9375,15.0216,12.3335,2.1588,125.0695,284.6,0.9487,,0.2987,903.917,0.5145,524.7813,0.8427,1.0518,0.5745,19.9448,194.3865,4.5445,35.3812,13.3081,,182.6359,83.2862,27.3327,,114.613,197.3596,136.6605,,64.6188,49118292470.58,-0.2757,-0.078,-7.2781,-0.1208,-13.8087,,,,1251629026.62,,,,,,,,,,,,,,
2015-12-31,0.5521,0.53,0.53,0.32,9.3522,7.7285,1.5085,5.0532,1.5481,,2.2594,17.7396,2.3492,5.8169,4.5165,82.1297,4.5821,513.8287,54.9419,21.0281,17.8703,13.9475,42.1975,316.9878,0.0049,,4165268686.82,6.86,7.08,616033232.81,-12.2714,7.4232,16.6624,8.2808,5.2351,68.7666,205.6908,1.7502,2.2177,0.5127,702.165,0.9072,396.8254,1.3874,1.0332,0.6012,34.6055,235.898,7.1903,38.2734,13.0481,164.622,161.2781,84.7065,25.4243,55.3317,113.5846,177.044,140.634,23.2493,61.7266,47617541232.01,0.1252,0.0617,2.7323,0.1,11.2832,,,,1258751627.62,,,1721647148.85,191671666.48,122529199.72,85140769.84,,129516053.42,25958140.64,,80730218.48,31567581.98,3987091.53,18946789.96
2016-03-31,-0.051,-0.05,-0.05,,9.289,7.6634,-1.4769,5.0537,1.496,,-0.2114,18.0937,-0.21,-3.1444,-6.2909,81.7215,-3.8636,-5.0985,-0.5489,-0.2114,18.2785,25.8431,-112.2448,-534.0425,-0.0141,,465298100.18,-0.68,-0.68,-178921401.57,-35.5017,,15.7594,4.5531,0.6127,146.8908,526.6238,0.1709,,0.0544,1654.4118,0.0968,929.7521,0.1416,1.0195,0.5006,21.9436,53.5567,12.536,38.5062,13.3525,,159.6986,85.376,25.7479,,114.9812,176.6275,140.1024,,61.4938,47009675123.21,-1.1192,-0.0612,,-0.0996,-11.201,,,,1165143420.54,,,,,,,,,,,,,,
2016-06-30,0.0584,0.04,0.04,-0.01,9.2391,7.6034,-2.5872,5.0534,1.4322,,0.2311,19.3788,0.235,2.5673,1.2173,80.4838,1.5104,489.4732,52.9786,19.3675,19.5162,18.5064,71.7833,761.4791,2.839,,1460048066.93,0.58,0.57,-13824724.6,-19.0201,-70.0233,12.7345,4.2084,1.4287,125.9887,373.599,0.4818,0.6838,0.1556,1156.8123,0.2736,657.8947,0.4159,0.9659,0.4885,19.268,150.5621,-5.4136,36.5573,10.9321,164.2118,173.5432,90.1849,23.0201,53.7752,117.1537,191.8173,136.2596,22.2623,63.4427,49249720063.65,-0.6692,-0.1024,-44.3055,-0.1614,-17.2951,,,,1177707191.82,,,1336271420.44,217085797.06,70851334.11,69647850.76,,212123580.86,32826982.68,,66733360.79,31467182.98,2510069.44,19237787.0
2016-09-30,0.1787,0.15,0.15,,9.3718,7.7261,-3.3441,5.0605,1.5422,,0.6901,19.6318,0.71,3.7137,2.8607,80.263,2.7633,17.8652,1.9063,0.6901,19.737,17.1414,32.0384,542.1377,0.1363,,2473414581.24,1.99,1.99,199926294.93,-9.3858,-33.9036,5.0888,2.704,2.1069,128.1504,343.1622,0.7868,,0.257,1050.5837,0.4491,601.2024,0.6906,0.9476,0.4784,15.643,176.288,-3.2149,36.2028,10.2923,,176.2219,90.6227,22.1363,,116.3863,197.1081,134.1064,,63.7972,50446432745.44,-0.5172,-0.1292,-18.7186,-0.2025,-21.1543,,,,1183674137.41,,,,,,,,,,,,,,
2016-12-31,0.4701,,,,9.689,8.0114,-0.9873,5.0606,1.8178,,1.8563,19.3117,1.8894,5.4988,4.3433,80.4932,4.1229,47.0052,4.8514,1.8563,19.5068,14.6866,24.3952,368.2257,0.0506,,4290528435.37,5.7052,,,-5.3779,-14.8597,3.6008,3.6286,4.2511,84.684,235.6946,1.5274,,0.4583,785.5117,0.8207,438.6499,1.1975,0.9254,0.512,20.1635,241.8578,-2.3659,38.2631,10.5222,,161.3483,91.8778,21.5684,,117.1439,183.3274,136.2119,,61.7369,49345413655.57,-0.0866,-0.039,-2.1004,-0.0632,-6.5391,,,,1180997636.12,,,1264915222.06,215342395.24,137463700.6,170889271.02,,156719853.04,46560079.58,,54346683.02,25230883.05,19321146.61,18312111.79
2017-03-31,-0.0477,-0.05,-0.05,,9.8933,8.2133,-0.2375,5.3054,1.7716,,-0.187,17.7747,-0.1877,-2.7604,-5.676,81.6999,-3.4111,-4.772,-0.4823,-0.187,18.3001,24.5142,-100.4958,-603.2564,-0.4989,,484564700.05,-0.56,-0.58,-152719417.98,6.0095,,6.506,5.7887,0.4457,201.9295,535.7143,0.168,,0.055,1636.3636,0.0995,904.5226,0.1429,0.9367,0.4487,15.7692,57.3513,-2.7663,38.7673,10.3594,,157.9495,90.7445,21.0871,,114.9932,179.3381,137.5284,,61.2327,49730935255.62,-0.1698,-0.0093,,-0.0152,-1.5729,,,,1189099960.04,,,,,,,,,,,,,,
2017-06-30,0.0812,0.08,0.08,0.04,9.974,7.959,-1.6415,5.061,1.7616,,0.3057,20.0919,0.3129,2.9119,2.5527,79.5674,2.0134,533.9294,53.5323,20.1155,20.4326,18.0042,22.1825,704.7029,1.019,,1578120818.31,1.03,1.03,76943640.59,4.2506,38.9681,7.9542,5.0264,1.0771,167.1154,382.7344,0.4703,0.5911,0.1554,1158.3012,0.2777,648.1815,0.41,0.905,0.4603,14.8576,167.6289,-1.6163,37.5764,9.6202,145.2699,166.1247,91.7337,20.3833,56.6302,115.2192,192.3473,132.5496,25.8666,62.4236,51725225204.67,-0.4073,-0.0618,-20.2277,-0.0991,-9.87,,,,1204216681.77,,,1645318937.99,75201524.23,136726079.25,151829774.95,,114977647.74,69072729.35,,40320672.71,25460473.22,19467798.34,18459493.17
